holder_address,balance
TBu4rny8kq3uJmrHcrqLyrDhoGy4HCGgnY,13248.507915402266319852
TLk3uY9JY1h2jxqY11YqtNJPMivm1YCEiH,13218.627884080081835664
TGVb917mcYvdgWkGpM2eobBoH9UvTL2kbN,13214.635023034827772263
TLypRHn3WH8fQVhfrfdKWKLHwFhoWfBRYr,13192.000000000000000000
TU15osiecDCsj8hEhTwbBL8MYXZyWZ6VPf,13165.421300000000000000
TSiMiotfT7eWgX3GWHzZSJM5iC5LeXn1NK,13165.063313463030734795
TRQ4u4Qog3dFWupQ5DnF8GP9pnjyrc8q2X,13143.225703680971467828
TEUnM8oRVcdMEafMNoXjFwr61zqCdXmpHJ,13140.019788738919109702
TUZxtCZFT8hbbssAXtYcCfZZKfPU1afo2M,13118.000000000000000000
TWG6YZfDPyq2kWSUhmNLXfuCuZ5CjhtMCW,13076.091775195393659312
TPd6kjXn2rhsUR6vhXbgbfdicTWkNBotLb,13075.552418542203978486
TP1vJC4JBo9Kow26RQbX1fp8k4aCq8CMsx,13071.072344387574422748
TBZdLBszSG8oqadzBDiko5p6rj8NAbRx9H,13059.056318757566423537
THkSspuXuHgAM7PgPqaKmhtSsX2FPjLpUU,13056.180700000000000000
TG8KXZ32nvvi5c6WQwxJH51yCYiUjPYpaz,13050.817874000000000000
TEMZhafV3JJx7ADyPwNewu1SACUTKPesMw,13036.594198973833410880
TKgLr7EkB1irWuvkaAqrn4hBmiR9wTnFvx,13000.000000000000000000
TSAmLwgPkgmWVWMJ1rGwKTeKeRjRSaQQnf,12962.000000000000000000
TLbg8nwWJkNf5gxQFEnDfJdiTNDUJZWgNV,12960.600000000000000000
TGMgLVHnaSpyVNC5iszxcXrPdSr4mFtBjK,12956.378550791138542077
TWRts9DLxwduBi8se9YWikkfzFAH2cw9yw,12923.660631292669042700
TVRHNjooYz75LS3yBuiH1NZ5k6FDNR57eg,12919.215290770000000000
TLmhywiaNnnRsoowhfY7D5VnCLhFHFSXfW,12902.338593332972695489
TGLEvKMvNSJL81juXJdTx9eZcP9W3RMbXt,12901.759536913126584288
TQxRgkDkMbUnRcthjNv5C5nX6eY5wM2QQX,12863.836238596376011945
TRGgsvNBosXPGYrdaRnoK4LmfeUTZ5yYHt,12851.861868450606091034
TT4J5ixJp8bQgLD7q9VoABC4aWetY572cZ,12825.916560000000000000
TXdcU8d8hTqMV9cg1968uvqECcFXxNLwKc,12825.630870816551469866
TMxoDEDwPtxapji23uZNTCmr5w3AyR8S8u,12821.614809060778247264
TTnJGrD6qwpfchoywf4wAbiM2rPL44A4m4,12803.681972090666382688
TJqPoYs89Yxg6Bko9zCCnF5adFw7PbGQep,12794.993702869203986548
TTsPVMDDLiMFSPN1gQkjoa5GKQPTTWYFem,12777.866218803668125800
TVycgq6NVYd8u1JJDPa3YUoh9a2zcWwaSt,12760.525533375392019040
TSj9B7jhokUYi3vLXvFojffgrT9maJDpGy,12750.000000000000000000
TBkKPKQrjtdMsLN15j3MY9Uf2gF7ZbntZF,12700.393123725699808816
TWjey24BDyyHx8KHHfFbYExyXbqHQHm2Kx,12690.528616458156858943
TVoNhCY9PhQEpVqQJjMQHba2x9FBu9Jg47,12680.456200000000000000
TL9nDWjykuynCYryGVm3ZxqsCFL8BteFU2,12670.000000000000000000
TTHcK4QCuLcf753Ri3VxfMsJftBLx8VRL7,12663.174935068543331100
TWKZaM9qx2Z1zjmPnvPs2rn1ghHtmy6WbJ,12628.967706852779185886
TXeddudH893yJpDns5f9vTLeUd85A2qfHa,12620.602555564619835078
TGQVoFGZEJRnA5nQfNR4m2XKCpjQ9sW9PD,12609.040652681386700779
TMjuunJ3S4vJUzgXCJX6G6pYHCbnF4jhbA,12585.011300000000000000
TQSDnwE8v3fkEbwwMij86fag9VFHmjuToj,12577.686775516909470912
TX9KxKbGGJ7pPmV5W3cpCYR4atoo6fHoGs,12572.259836408910085944
TAQ75RroLhhfyZYYfQFT4n2ymr2YALsBBQ,12571.665700000000000000
TYbQS5xn9cNchcDNtSe6FySwKayWaejA4a,12561.370132560472656192
TCe7MQDwYyQzWeAkey7EwzAiyfzW8uyUKx,12552.000000000000000000
TXUThNKTA2fGDTCxQTWGK64uCj3G4GYeXo,12547.787270849542932034
TLro9TTmahWzX3g1KyNktRxX2WASgSgSPL,12540.276076210000000000
TSh65kxvevLNakS326dQKg1buofmmkL9ds,12537.016230749262036708
TVDGfQVYz3hhuzMYmqengBfVcqtukp1bRB,12532.860565802239033583
TLuqxtThMhs5nQZMw1C5CXy6tcucGw8ADW,12522.782904567410093408
TS6jX1vR4PKjwsGtDGso9DePhtq7NgcDT3,12516.567086075719463200
TJ1aeEqoNBBKw5htjcdg8Qj9BGWzfwkSjV,12500.000000000000000000
TNPUd5Bjbe5XJbHgixkCaFD2T59vHPAQEm,12494.708180609914044414
TWB6iwnJjrUbjf6dCHiZx3Y7RNvcnhCAnm,12475.107045975143668384
TJsBxzd5a8MvTHzPrPuLV1F2TTh149B1PC,12436.971581235569125414
TF7z8icmy8X5V8NWaPbbPQ8TmczjUVUqct,12369.443360648130863765
TPwFQ18wNcHf1i8j3gq143N4YExA7P4W5A,12360.550096279330838325
TXz1htfiEyBr5aAdFs7BkrDeMvzoSbeg2v,12321.897344635660088256
TGjQMTDK3Rp769LUA6p1K8GCFEKfGdXLaR,12321.897344635660088256
TMWMQufw1oMgj2rznrVUFVTC3TBLzDtRjB,12315.468314956013007318
TTxXq9wHRrZGSbKMkYvhpCmmptB9Kny8UM,12311.095623097926044561
TYwFx6X9K8bdyoJtQayZRrWJANGP2XGbEy,12310.534450899969058710
TJJ8f35vh4ra79vLG55qViDDHVUdXvSvLV,12298.855666295810595296
TZHdTAaLHjwB12BH66biK7psbSsR6KMnZj,12291.053683952006593473
TELAhaZz6e9YJg15Q8ETaW6PpEpJeMwf31,12241.301791700694417536
TDmi5UoJZHgwDyEgbZpzk5XeJZbvLDShne,12212.576312886848572444
TNbZYoXVECLuJZ5dto9kJoMH1tQ6QkL2VM,12208.865517998830281109
TU3X636NtizZ5Rm7sPN11kRmEjH6WFZmEa,12163.317411146430483180
TEhRkT1CzQHQRofuHSRnnpxzyudPk8eNgk,12127.151246890886098192
TMs2tqjHMNWpGtPc16q1y73EBbnXrE3tWA,12108.492006094671154464
TB9EARBfjy9CcNHd3D53FqRQQnbX4BRh3V,12104.782864857680922775
TGRJA6FqSiYSCygQCUAhXp1JgesXFRwntg,12053.512486399212088350
TDU6pPYwt5PJ3upSypVhQmxQ3xMLJdBf29,12011.785434690000000000
TJAmKF12SU4mu9fLhxeBd4cMUGbXrApsMt,11999.828852498360000000
TURyZv3wcZAHhmQJmggiU54MmLyHhjEJxC,11993.973680000000000000
TXNrLaHn9D8Jd1PnrdN2WDgZnHG1tPxfyT,11977.867537063595102278
TMkpxg2roFhxXiVSm7hgbExQancCDtsJLo,11969.781257861750000000
TJGAHYBNzQgqJhMhoJyhS9qGf8gNDykDuf,11969.682952344792020338
TAVW6cQVioab6b4bQfEwPt4PV49t3WJd49,11952.276805360092139824
TRcv6kvhR4B8xUWEdGRXLrduzkbAjKARtL,11924.306917028074120216
TSuR7HdzWqFT97Wt8jCP71NTzYVoRSE7o8,11923.172125320626335974
TACQ6aoEnoa6ux4weXjkxHnUWCHHeMveNr,11915.670068340030455542
TUr19YqLi4PsWmFJJehKAusbrqpXQ7RMYA,11894.386381849141833972
TJQQTVcoTmKgJ7VMN2NdEDvewYxfxtvGws,11880.117640811671089336
TGaXLDXtndZwrjrCSdaByqXubfbE1NdbqU,11876.500523218518000984
TLJiePqq19NnJhKEKrzHaH1JCQPxkwW8cV,11855.249223242077767448
TUYbXjMxazjcERMPgZBa5nPxCETeDWzfBj,11799.176913597801812055
TKMjB2BBdzLmTLyFkDbWvFXnnm68hfc8pY,11790.784867750000000000
TECzrvyihVRZFMtM6f1xJfQ3eBS9Ly2mTi,11786.590149300000000000
TDAM6MJX2Aaecbyw2AXZj5d9doe5iJk3QN,11721.316900000000000000
TGKHqLxrM9sC2QzCpkJXwcCbxTTRmQ3wfj,11718.500000000000000000
TDfjgkELzSwAX44PDPi6RBEgyuLzVXZW9A,11692.966306603528617984
TRgpDZYTwBA8kjvfMhWTY8SL1w6CwHWjn6,11686.396302269704548736
TAxngVwfHHrNwoT8RE9QghqsG5u6YRhtC7,11672.365532500804106268
TZJgdFYC4BuoUBgRM2oNF1VUiXPgPPQsHB,11647.710933256769259097
TB9D2J3E91dmy27PGQWhFHQAKaxfuJ9Eg5,11588.300000000000000000
TUkhitQCnu91gsgCTYpKyEDs5KGUGEeJY2,11584.725000000000655360
TFwKtsoLfkr2WrJCcXroVidHmxyeks5hAC,11582.995008545313885114
TAyGHbF4KFW8WhWzdtyfMUMWYM9S41hy5u,11570.000000000000000000
TNKLrCeW5Z8kppX3Rg1Kp23VkpqbnoroWM,11565.746485696553882616
TVL1LAZZY9bSjnd8kTwPUbUM3CYDa8vQAo,11555.310414653687668883
THZez1zCrUJGDt8oXo2RbAqgubDfrd4bkR,11537.786697142727142080
TJ5RT59b9zV5G3LtPGj8DC1opAVtLp3CNt,11524.000000000000000000
TDGDG18D1oScTZhLc2HhFdfkjLVBTRZmok,11506.721760408119826817
TPo6zm6ZeEWiZHaGPJkxD8iru6HQ1dGng6,11502.567544111769681972
TG54Wot1r9o7D2aqhNK31fVUz8Ytre5LG5,11464.583493180000000000
TRvz2bdRyK7VjRvAkxAykHHB3tg2MLprEt,11413.395766000127001739
TV759psCoQCHwapa6mEiFaSBDTrf4DtarL,11406.820000000000000000
TLk8RoNVvzcvPreQYkHYVJtnYdQ28Z6XiS,11405.714584203364156575
TFATeDTYms3BGccuhPu7HBZKPHt8v5mYXW,11401.210181386558144320
TJ9naeXPiYpYJKA3XQVWa5xtnZH8dD8VJg,11380.759409314118920706
TZHpErSyDsR7uoWmiKk8gPkhviyNxe2vvZ,11377.510088772330315040
TT1UCMP2qRAXa2sHGBa3yz2NRwJXWg8dXw,11372.832362500000000000
TL6WqZscpVyQwRwvLoxRpZEJ7mrpCgEUcg,11369.655505514149207116
TYSFp9YbsB4egGCYPoeF8fQoYj5dpMVuti,11360.487859542561595296
TN7zQd2oCCguSQykZ437tZzLEaGJ7EGyha,11337.969000000000000000
TNL4KSnZqQ5hdodxYuof1wJkyhhvLErohU,11333.305300000000000000
TCKK8umCoE24yQkRZXLhgCGZ2fj6issoND,11312.193162017233064356
TVWkrUWod8QL7Zhxq6rTfNsZaRRCARjxhZ,11306.574591877248841037
TWMXRcetEAMSEwtYr21U9YMM1dASj5D454,11275.675272106983225587
TQk6QV1vhTMium3q2uHJSsCsqgbQYvtAsx,11269.395073725975419373
TM9c2XXfooG7i5RYzC7D3RkrGCDXwoRd23,11268.804800000000000000
TN15UJuvx3mm2eysXugP8V9sSAJAN1oitP,11267.266147409054058244
TKgBBDhGSbwtHx8H5BtafiR6XpwP8qhXtP,11250.000000000000000000
TBW4EyQ3FbaTAxSpAcykbX9uGbB94YTdom,11226.229863510666069856
TNRt6T8Lti97X359KysKujMi6nrdocXCgW,11221.452205961121017628
TWc9wkk9bZRJ6k5CCdTNEZx4vKT19zqsSY,11194.388467387246861357
TW1NdtUfn5TFQdq1Wj2fjHsKnE4T2SHDAe,11192.939105800000000000
TD91ogLx3QL4N9Q2ikFtamiHe8SbVfn2eK,11165.811732110000000000
TZBnV1P1RcqpgcEqJAEHPg7NQPo2Fcaj7U,11165.219600000000000000
TSjU2h1j4XCfshnHqUxCDJqVReuuaJqpXv,11161.577200000000000000
TZ2rKAUKP1RDyqFBGDtQZZ4vNqDyuCytWr,11161.501400000000000000
TTCsWcY16SNfjfHEDPjjCDsPv4mNng4A3c,11134.540342591727210622
TU8iKJuJzFiWtVkybWEp8vhjC2umhKxazU,11133.200000000000000000
TV1goKesYjRP1JL9eGscPq3CDwgBEc4vZS,11122.271551733642105331
TYxW3ocRLWyw5wbJyS3MdJuEuW9t1h2Gwa,11115.328833419012798825
TASRo8MU3WYW3zdUEPkJkA3Lg2YDDVEye6,11114.445482613806465838
TEJy7nUM4nAHXKxfA9X1AvuPKyoF3pBSri,11111.783182786293248541
TB53TBrgACVcpsNCC5pTbVFomrNEjrS4Vb,11067.271600000000000000
TEzLB1K3bRxhsAi5D9StDMYEBKYQRDkVDB,11060.909642047093359486
THWcb76HXHGoUBZeQ88mjW15DLVKZz4CMU,11052.279000000000000000
TNc56dLVwkzCTggwBSfP5jXgc7wUZDqAMz,11049.294139790146607496
TVWEj5WphM1ZZPzitkVLZ5ohaTGkG2wxzW,11024.643269865674353776
TZ6oRUzHeEvTtU1Xqtczrhz5eRiiPueDCv,11019.040553131354856934
TUmoGCP3tPWb5ZZoY6deezZNCS6QiiNLC2,11015.081209597446654784
TUVfU4jkoHXytdXusrn36ETtkH9gNoNfew,11000.000000000000000000
TV6J5cH2WhVxeu4U6y8E1Xe2krGmCDEjcX,10998.599227878086894816
TAhKQU2MaVEbAWgRexeb8iouW5x8RGVEtp,10998.198224295886806174
TSF1XNWJbcjVaLzipQLUyaDdUp22nHJ7S1,10993.064321736598436298
THPd98rCLhwA5SvWEMPowKG7VNgq9MR6qp,10976.741538012456552515
TXJe4vsSFJiUcyr4t7PVZTng4zMC1Rg1Bu,10969.915650371072197664
TNC7cRJdGsiqKkFdjGVoaD9LBRtyK4WtA9,10968.413974411826690688
TDBNKiYQ8yfJtT5MDP3byu7f1npJuG2DBN,10967.666666666666666665
TPjS7XWynJHik4fgDARzwbPkFHbXkDz7hF,10940.000000000000000000
TRMmqB8o1aSf4YPwd7NciYv6bJJT3MxxGB,10931.541855932522850731
TTDCA47qTvAigUpHUFomkFRbMcTFdkr4Cc,10930.957800000000000000
TG6cTjsTJ4egKWg2PtCC73m3TsUGQYEZKz,10924.800000000000000000
TQUAhRTBkRDAxCCHHnZ9fJMjTSVdEnaMs6,10901.025737009853068695
TVzbMqbBQipkTG3GY8K58PPWQkaKY4Tp8j,10899.760940018527017455
TNUYLmkFShHiBBBe8sY6pMZodg3aRnPLs1,10890.913729689451365080
TEGDELe1t3bBMfb22pJNoH2DQqwm4Rghw2,10881.816612204149357200
TTBkELyKFVH8F1SomKLCQyDc5mkoamb2Co,10877.633427366796593323
TG6E3yDLdyt8X6uDxYVAtFJXUYt5Z2kLnq,10870.656956722946314641
TG1WpDeeAucWwcfUvGTQpRLLhdT6Kyx41T,10859.796190229893471080
TWS1onJnNTg8tJHomceqxBxTsUB1DHh7PV,10798.949954250000000000
TSGsGiS4GiL1twik1RBtZ6japEhMJGmkZu,10761.866950000000000000
TH3v41dYG1rJGQDEumSXy2wYMW6Z6gq8Gx,10750.660632824778193602
TG71Nc9fSjQQdiCuAagkG5W2zCzyjuvDPC,10747.825575158858370272
TT2YwaJ8DXsrpycgBGDWEei1FUQm6YT85T,10736.971961446039603961
TYUxUDtX2DDe5bChSDUwumquwnEcgpaHxF,10736.091621206871808454
TGnB89Yk6ybLFVCfLrG4t998i5fFayHmjX,10733.015027232216256288
TYwgqjpbvvCsgsY6RWMRPBVnafekBqPEZ5,10727.000000000000000000
TAwRFfbdgAP1xNTGy5JzUecfryW4cDNt8E,10718.668134893846803992
TAFmg8sYegNeY3YVwBts83hxSvmNo1vDWz,10709.231242000000000000
TLNkjDMXe4zmJWV9vibHX3crhnRTmNHhXQ,10704.424002977290474246
TWbhp138JpH5TD6TBWxE1x9gxHgLo6J5Bw,10684.000000000000000000
TY6mbZwXJw6f9isvdqCiVHPcw5z3sEoiu4,10680.595700000000000000
TWKx2dBPfYwYQv8pMaJNj4pzXyg5pWqBDZ,10674.635681696222816822
TFNed9tJL7YjRJr1gPv1HLftQsyJS8QACN,10655.950000000000000000
TR1Np55aKFAxoLmvxZRuGnrtdmjcmq6ykj,10630.988267747977067623
TVDvWdqYtweDjUjf6fhWVH6fLVvYQBbynh,10626.681779676431700323
TJN4zXKX8tXDugkEHnBRVoz7p3hfsoEu4x,10602.736600000000000000
TQ7JgV5wBangm5Un4W9SDFYXpoXv8gCUAN,10600.000000000000000000
TMoYEWQcQ5m1ucHsXpjKNyAx59APsuBtDx,10589.461282369640090444
TSGykyjS2kUaNN1s5NcaEJZf3RG8zNQLMz,10576.352833000000000000
TUTBJVLjW7Um369ojy4WnrXv3YwzvHeWuN,10554.708080000000000000
TLtbPtwf7GUhZymghpP9vT6mnUNmNjerVG,10550.175168430000000000
TZCCqm4qZ8B78AJrK1A85eTm6DtbqWs9fT,10543.200000000000000000
TCz8MZf7PXopT2mR41uk4mCXzS3LGVf3kt,10540.829863076845395862
TLjUzEjPGqQYSWFiW8PQEuc234y6DxrtVE,10532.441309288632683927
TEHspnfzHMUjfmGSduaFgznAzwLZVFigDR,10499.597669486914630193
TTTs8g57drKk5RSVJ5Nd1heAGfFNScixeu,10490.000000000000000000
TMLb8iUihjoroZzP43SY63oFL5QaFcvrKH,10487.988990642829936981
TCht7FVg72wGnHaxMuZJS3MdgAt9gxektM,10459.200000000000000000
TBZRAgfGR8rCHzuzJJfxb9oTKkripANtLp,10453.041891000000000000
TQ1jze9SWNzTe38JgE6natiSRnwTzAHyMb,10449.214062950000000000
TF6NZvLAsbpaw2sgjAz7gZwkyWyuu3y76E,10448.926741569999998724
THVVx8aoQccnQxpQyBfuqH39a3t3vQgJ98,10447.378851304713556320
TSjhGVjQhL4cZgTgZWykJBdTKhyCom2cQh,10442.712520000000000000
TDB7G9cq4kAiVe4qaUBvaTaXcvbnUQkCiJ,10438.184613224806801724
TYV3vhvJtQ8QBGiKHwQT3Np37wNxw1MAgX,10433.515370157067945472
TBudD7dNJFgbCX1wjqfEbLgRwvuMDHmuXt,10432.000000000000000000
TFz7pg9jWdKZY58ZUirjK9pa1mw6NAqRFK,10413.527429806370980000
TUmVsnw3TN6cRsoDc794CQxBuhXwVfj3Fq,10402.100000000000000000
THRW5biGM7GHNV1WFHStAixqcFN3ykQMTs,10385.543730000000000000
TQSx9rVVFzTb4CjbLRbmJo5if9ghBW1yaa,10376.563000000000000000
TAjKHg7mbLXL65VPYr3258HCRKg7LRq3HV,10363.889638258450294486
TLUabeVefimmFEa1adU2CNm3JberjwTa3U,10347.073497104988761648
TRg92o9H1T7m5beDvTzqGYJ1CLoyEnjUpB,10343.397083740000000000
TC6FWpcdsmsEgGArfbVaowvqaSk8n18J2u,10330.000000000000000000
TWm2J3siqBCz7k5RQtPxTz8nBSX62AgGA7,10324.445011817156044887
TWXVVt5zc1z6F62fv19HvXvK3WfPK3ZKtq,10313.345625633205084848
TYzPCEQqDCP8mijiodB3EyDQBaPeoogYfJ,10312.961128204063196498
THzvq27TgVhqa1JhgbzQNXmq7JUdivSaf7,10309.205900000000000000
TS1PsHzb7anF2DT1idQkBrsWnugF1Cv3Gw,10287.079977367587099080
TPM5ET5jjqSA7GsosFvAszF8T1fJY4PmMN,10283.137336658037170506
TRDiJYimaHeZHTT4iTHKAkBgPN9p6zpXuf,10282.232013885972172992
TVRTuZrRNRdxADyaG8XgMNGycJGvm7e8xF,10279.880138000000000000
TPiFhRrvJTjJZ54ef1s1JxzgUNmP2aErkc,10278.321137000000000000
TQtWvqyqnBfhT3FcJZ9fz6ToSe3xMX3N39,10242.945577672537079936
TPZRm5opdzRSvBmgzo8LeDwW1hVpaULWhX,10242.945577672537079936
TKwt95gRoQ9rBPs4BoWeUZfWrWvdUoK7aZ,10242.945577672537079936
TJfCnRUR3nXFuk9r9AY4gTFkLp61wBYxNp,10242.945577672537079936
TD9AUtGuZvfuWArDv35EKv25hnAJKcL9Us,10242.945577672537079936
TUR17Rp4HZL2pDGUsviussJaWyjPYSFUQf,10242.945562308115091136
TXtPMAPysLdX9isnzbeBpUrYBZQQo5w4uZ,10242.945321598896775648
TGyAPLf9H2UY9UTfZyCAmAPVAse6Ukn8rr,10242.743451066716701056
TKa4TQDvRQ8qj5UjMGoYdKrAaDhiwv8Lbi,10238.956260000000000000
TCGnC8iB5i1k3JjbKKscH5Z6hdQSkErDDk,10197.015332802891675198
TBoasRsDNpuV3Yus1R44zV7kCVfeUhKdku,10195.144600000000000000
TKRUYH9bDGkuYwiSSsTouszbomVbwNqqDv,10184.487359260000000000
TL6ABePS9hm4dC31aRKHUm92GSJnyLpagv,10183.830958791420876332
TVwaAm3xXtXcbYHU23tBdBez2ZGqq5Xh7w,10174.028935965344650528
TGJENNxBzqgUfHk6JdyCLQ2DEu1AmAL9Vk,10169.716976315199930731
TYm4m9qqh2Bn1pSPLyaTzHbTNcXeceswBp,10168.292289063677451023
TTMXc2bCDWNmGbKz831vAfkqqET2Cf6tLr,10157.510686460000000000
TW42Fd5QfW7hwWkZNv33zUxv3cgSvtNZDz,10156.283500000000000000
TTCBosGP8GQmbKBPtcY8pG8HGLQY5jx8TF,10153.609059000000000000
TYY9tNWoN5cWvjCzJTpFHsRtvc4njFmRon,10152.886346634455328856
TWRsz5PbNSfDWzy2qK8aZuYuhAS3Fwst2i,10146.347782180245084040
TXgut2z3QYyyMrTSHY7e7swAkcCtzUA71v,10139.629297153183624230
TFXdb3DNX3ArFwsWkYBN7MSprq97fVCwzz,10126.484234702205087804
TWytZBNQNKvVtBhEbyJsXvJNvctfsPSUvM,10123.000000000000000000
TM9rA9T2HHHwCFUJnRwj6mDNzaJYbqQrtB,10114.716311692659944138
TQX6WdqmxodrXNBg4Vxxjy2AdcWQ96MxuP,10114.655255207919672154
TLqmfNTqXMHSJ5MTrVPrdzAz9gxqcjvxwY,10094.956745457973605108
TUtSpLaKaqj15cFvFRj4rCtjWHYPRK8Akw,10092.753827550000000000
TBNTESdXhnC3PGJjc3xmE8V4Xhoh996imC,10089.858007864561370584
TNjHRbQeTr5PXgzJdBENWpG4hHejXPReBu,10089.200000000000000000
TLTozF5cenkVgjAPCSV4gQhqEQcBkjJqZL,10079.820260688464886581
TECateYd8hzxN43Kv1Fc48pPbxgc5jt44G,10078.914001434917253072
TBdSbginqkEvFnbFt9sA2SUZdJooPaoaXW,10067.923833700000000000
TVAdB82Sw4rziXggGBkJ5ehchd37yBwS19,10063.142619822264152440
TF4YsQ4HCz6Pz8uz69DywG6uZtgPZ9Lkx5,10057.134675352534047744
TKfz7Pu3jtxWrfHzVeozQjXsb3RfuUHGE2,10056.132920260058765727
TFnWcwxssPziR42L3mzvSDX1HeQyPNeMUd,10045.159680897135601146
TF8R4T3GvFiwVm4ymKdBm8Ui7w3agx4Zkr,10039.865489850000000000
TWkZsjkfxiELb5VYZivkNidkM5ySAi38Vf,10038.806000000000000000
TJ18JGwZGss1MFrt1ktAbfnb2W8ag3Xz2N,10029.800000000000000000
TWqfUoXAcyyToaSZf8uhKaPHQ4q7HYdGZj,10027.076803250483786516
TKj4eJBDbMP2pEN9xrMu4S1feJqKPLgMoZ,10021.964210054840104624
TUuNhoew6EWGkxmH39JZfoqAL2faroNFCb,10020.319600000000000000
TL1wRwL8g7cRfYEC2zi8Ekb1ApfwLfi3vT,10005.800000000000000000
TQCAQmwDTdtTQh6b5n92dvN6gW86Z3DLcb,10004.975546759999000000
TQAA5yFzf8eaG8pQW2cTQwBYo9bTkDcvvZ,10000.118470923163606744
TYKkTmvgcXraSGRHLKZEKxBEAJH2KrmWyc,10000.000000000000000000
TYCVs3avVin1LMKXz5z1wKwLqNmvmREfmc,10000.000000000000000000
TY79UqzW5gmFqwGJSRaxJeyRqDKRCZ4Qwn,10000.000000000000000000
TX8ELzbqP3k1vbuuW2gEtwj1juLj4Lqf3j,10000.000000000000000000
TWVQBbPJNpYeF2oTUJHKEKK5G7hZRpVgmA,10000.000000000000000000
TVQgRBhcNrv5FjE3kjTc6TYEGFz662gogE,10000.000000000000000000
TTZCRBakadFL4GiiGabLtUgkqAzN9sGb2x,10000.000000000000000000
TT3mvJBq7BgiQmMgrfU8uPV1f1pqZaNuoc,10000.000000000000000000
TRHEwAuH8TS9f7sHHUiBLFPuPZaV9VEhZP,10000.000000000000000000
TQ31UhjTW1ci2mtSsipy3FiUe1JG6P3a9H,10000.000000000000000000
TPRX8mAbBwwQ9UFWTEo2voRxYnWFnkAM3J,10000.000000000000000000
TKrszvZa2j6muZjZ2ApK8z6eMoLx9irvw8,10000.000000000000000000
TK6NQwRVTMhaoa9j3qzKWpkv8vpPKr8jaD,10000.000000000000000000
TCYhtg1GAMwiAT6UHtr1mnVMYGQyn8L4JF,10000.000000000000000000
TCPbXRJLz8J1poGNy3XFfddNLFvb1obPqh,10000.000000000000000000
TAKZQs8c5zLKxnDjxYDvkbAwuaWMWacUKY,10000.000000000000000000
TQTpNE1Nus5xJgeQJAySHojZGuk4nzjKC6,9998.334100000000000000
THXjzmJNjhnpaKbugRuimw3bYeaEoyVd5w,9996.402660240000000000
THjbFgi64H3bCcZ7LBrsRmyZmGFW3ngPMr,9995.000000000000000000
TCHr8R4wEVWbQeFdMUT7kbmBz6nbAzazXf,9990.000000000000000000
TKj689w6NfEK9aXfLXzBpxuqfteD9ypDaC,9977.998943447674362080
TCmZ7Y3L15vqkbuzdNNzYv4zf3ryzTxieY,9971.107580000000000000
TXX87WL9mci2KEEz5r2JQQifkTzZ31Uq8k,9950.339338414928102187
TQxsRc5QhYQvfR9m7KLGZdpUUqNyUQ7uQD,9950.086600000000000000
TWd5W2Ld2GXZev47tppcwvN1rAH7aJ4mHE,9950.000000000000000000
TVyMv4Dz61rLmjdDqWTjdBMFczcMUHq4rE,9950.000000000000000000
THNDrcn8aQRhhMN64PZJhWEbGYdLgio2aP,9950.000000000000000000
TGnMtRVErYX1aYKykxasBRUd8H8bRTnMhW,9950.000000000000000000
TU5BgVXnZ1txbQ2QW5PYpMAo8KPjnS1ou4,9949.738295620000000000
TY3piFR5rEAsfPUoMRd68MXJwGCg7fDUS1,9949.000000000000000000
TLzkYUgmM68596ZyY9WAQ4DqjBr54CZrTW,9944.900000000000000000
TEcVmqELkWNi6eT4pu16mHcTLTfPonSV3w,9940.058700000000000000
TFyMUtfJp3aHtn2T9Axr9LtfupyJwBYV3w,9940.010200430000000000
TTtNkB2Zwt7Wd1WEsVydp9wKMyj6FgWNoa,9940.000000000000000000
TQCnDLi3g12FJHGkLQN4gWQRpn5tawh4Gk,9932.200000000000000000
TVpeBGGTNKtHvzvBVCoqNVjbH8ToZtqhqs,9930.000000000000000000
TNaCvidrFdmumSEaXKCic7vzgkHqLPjQPi,9930.000000000000000000
TLtXisi6Si4nJjFPrywPtSm7AaHfaNP2JZ,9921.999999999999475712
TMZ95qb42uUpAUEaryr1UHKxiPQhmRunUH,9905.800000000000000000
TG336aE73CtkLgJwQ3ze5EM3ap6ShcEL4f,9902.987000000000000000
TGwEEzZrapVfmcdBqbW42ZM5N6psA5uVW8,9897.752905961406953432
TYhEAsbuPtWZxPbuhPnpAdC2yyR1FyZ7S8,9879.176501460000000000
TQBdz8v5xW7aeNuEuLyh2vrmYR3f6Kphxs,9870.203477513524753992
TDNHjtKB6pKdDUuYNWNzFoYXEixmNdxe67,9868.437514379383328466
TWzYWQwDGWCgbcvrPBecypUTHRg4bqRMkr,9854.107898099627384954
TVM1GdeGyPWX9krpigTwNFzhx4HSmcaryw,9793.659633332208535632
TE9AcQwNyA5Pnotu3VyUiKEhyWDuLG2Gvy,9792.456564538253246339
TDFE9Z2qGgeSksbaFrfCeoXeWjWzzQsDmG,9788.509119071960571200
TEJCZSh28LooYq6UBFPCpHkaAjEiCVTLbM,9781.639727845172741790
TEbcCjsF1zLoMyhkgzBFMqe63H5G5eZ8rz,9774.628150263228393604
TYnTz4zjFMmyZ3S4ys8ZPx7BtVHscjH4S4,9758.561808436410723776
TYCfAvJdLmGgU639kjwFdVdJXfxgxhsPii,9753.354000000000000000
TTQQnfJFnRd38takdFMk479QA3TN8sx7Su,9737.622404069519208620
